Item Id,Category,SKU,Title,Inventory Count,Sheet Date,L CHECK,Price,30,60,90,180,360,Bonsai Date,Message,Family
10114,Speedometer,25933374 T1-2,07.5-13 YUKON SIERRA SILVERADO INSTRUMENT CLUSTER SPEEDOMETER 25933374 177km,1,03.21.24,03.20.26,139.99,0,0,0,0,0,,CP1,NONE
6633,Speedometer,25933375 T2 SCRATCH,07.5-13 YUKON SIERRA SILVERADO INSTRUMENT CLUSTER SPEEDOMETER 25933375 H8WB OEM,1,07.15.21,03.20.26,139.99,0,0,0,0,0,,CP1,NONE
5795,Speedometer,25933375 T3.25 CRACKED LENS,07.5-13 YUKON SIERRA SILVERADO INSTRUMENT CLUSTER SPEEDOMETER 25933375 REBUILT,1,12.15.20,03.20.26,139.99,0,0,0,0,0,,CP1,NONE
10988,BCM,25971917,06-13 GM CHEVROLET BCM BODY CONTROL MODULE OEM 25971917 TESTED PROGRAMMED TO VIN,3,04.07.25,03.20.26,139.99,1,2,2,3,3,,PNV,NONE
11082,ABS Module,28.5265 TESTED,2014 14 AVENGER 300 ABS ANTI-LOCK BRAKE CONTROL MODULE EBCM 28.5265 TESTED OEM,2,09.04.25,03.20.26,234.99,1,1,1,2,3,09.04.25,PNV,NONE
11015,Speedometer,28072230 15944012 T3+,07-12 1500 2500 SIERRA SILVERADO INSTRUMENT CLUSTER SPEEDOMETER 28072230 REMAN,1,06.05.25,03.20.26,139.99,0,0,0,0,0,,CP1,NONE
6623,Speedometer,28072230 3+ COMBO,07-12 1500 2500 SIERRA SILVERADO INSTRUMENT CLUSTER SPEEDOMETER 28072230 REMAN,1,07.14.21,03.20.26,129.99,0,0,0,0,0,,CP1,NONE
10112,Speedometer,28081461 25799984 T3+ CRACKED,07-12 GMC 1500 SIERRA YUKON OEM INSTRUMENT CLUSTER SPEEDOMETER REBUILT 28081461,2,03.19.24,03.20.26,119.99,0,0,0,0,0,,CP1,NONE
6858,Speedometer,28103111 20958771 T3+ COMBO,07-12 SIERRA SILVERADO 1500 2500 INSTRUMENT CLUSTER SPEEDOMETER 28103111 REMAN,1,09.08.21,03.20.26,139.99,0,0,0,0,0,,CP1,NONE
9977,Speedometer,28103111 25861652 T3+ LENS ISSUES,07-12 1500 2500 SILVERADO SIERRA SPEEDOMETER INSTRUMENT CLUSTER 25861652 REMAN,2,01.16.24,03.20.26,124.99,0,0,1,1,1,,CP1,NONE
9966,Speedometer,28103111 25861655 GAS T1-2 COMBO,07-12 1500 2500 GAS SILVERADO INSTRUMENT CLUSTER SPEEDOMETER 25861655 REFURB OEM,1,01.12.24,03.20.26,139.99,0,0,0,0,0,,CP1,NONE
6257,Speedometer,28103111 25861655 T4 CHUNK MISSING,07-12 1500 2500 SILVERADO SIERRA SPEEDOMETER INSTRUMENT CLUSTER 25861655 REMAN,1,04.19.21,03.20.26,124.99,0,0,0,0,0,,CP1,NONE
6237,Speedometer,28170268 20774758 T1-2 COMBO,07-12 1500 2500 SIERRA SILVERADO SPEEDOMETER INSTRUMENT CLUSTER 20774758 REBUILT,3,04.13.21,03.20.26,134.99,0,0,0,0,0,,CP1,NONE
9498,Speedometer,28170268 20774758 T3,07-12 1500 2500 SIERRA SILVERADO SPEEDOMETER INSTRUMENT CLUSTER 20774758 REMAN,1,04.13.21,03.20.26,124.99,0,0,0,0,1,,CP1,NONE
6861,Speedometer,28186388  25933369 T4 CHUNK MISSING,07-10 1500 2500 SIERRA SILVERADO SPEEDOMETER INSTRUMENT CLUSTER 28186388 REMAN,1,09.09.21,03.20.26,129.99,0,0,0,0,0,,CP1,NONE
6238,Speedometer,28186388 25933380 T1,07-10 SILVERADO TAHOE 1500 2500 INSTRUMENT CLUSTER SPEEDOMETER 28186388 REMAN,2,04.13.21,03.20.26,139.99,0,0,0,1,1,,CP1,NONE
9374,Speedometer,28205209 T2,2007 3500 4500 SIERRA SILVERADO INSTRUMENT CLUSTER SPEEDOMETER 28205209 DIESEL,1,03.09.23,03.06.26,139.99,0,0,0,0,0,,CP1,NONE
11039,Speedometer,28205209 T3+,07 3500 4500 SIERRA SILVERADO INSTRUMENT CLUSTER SPEEDOMETER 28205209 DIESEL OEM,1,07.18.25,03.13.26,129.99,0,0,0,0,0,,CP1,NONE
3280,Speedometer,28255338 20774722 T1,07.5-13 YUKON XL SIERRA SILVERADO INSTRUMENT CLUSTER SPEEDOMETER 20774722 H9AU,1,06.25.19,03.13.26,139.99,0,0,0,0,0,,CP1,
6801,Speedometer,28255338 20895749 T1.5,07.5-13 YUKON SIERRA SILVERADO INSTRUMENT CLUSTER SPEEDOMETER 28255338 20895749,1,08.18.21,03.20.26,139.99,0,0,0,0,0,,CP1,NONE
3629,Speedometer,28255338 20964174 T2,07.5-13 YUKON  SIERRA SILVERADO INSTRUMENT CLUSTER SPEEDOMETER 28255338 6 NEEDLE,3,08.13.19,03.20.26,139.99,0,0,0,0,1,,CP1,NONE
7037,Speedometer,28255338 22838403 T2,07.5-13 YUKON  SIERRA SILVERADO INSTRUMENT CLUSTER SPEEDOMETER 28255338 22838403,1,10.25.21,03.20.26,139.99,0,0,0,0,0,,CP1,NONE
3627,Speedometer,28255338 T1.25,07.5-13 YUKON SIERRA SILVERADO INSTRUMENT CLUSTER SPEEDOMETER 28255338 6 NEEDLE,4,08.13.19,03.20.26,139.99,0,0,0,0,0,,CP1,NONE
6616,Speedometer,28255338 T3 CRACKED,07.5-12 SILVERADO YUKON SIERRA SPEEDOMETER INSTRUMENT CLUSTER 28255338 REMAN,2,07.14.21,03.20.26,139.99,0,0,0,0,0,,CP1,NONE
6776,Speedometer,28278978 20958753 T1-2 Z71,12-14 2500 SIERRA SILVERADO INSTRUMENT CLUSTER SPEEDOMETER Z71 28278978 20958753,2,08.12.21,03.20.26,139.99,0,0,0,0,0,,CP1,NONE
5461,Speedometer,28278978 20958760 T1-2 COMBO,12-14 2500 3500 6.0L SILVERADO SIERRA SPEEDOMETER INSTRUMENT CLUSTER 28278978,7,09.24.20,03.20.26,139.99,1,1,1,1,1,,CP1,NONE
6802,Speedometer,28278978 20958771 T1.5 NO Z71,12-14 SIERRA SILVERADO TAHOE SPEEDOMETER INSTRUMENT CLUSTER 28278978 20958771,2,08.12.21,03.20.26,139.99,0,0,0,0,0,,CP1,NONE
6190,Speedometer,28278981 T4 SCRATCHES,07.5-13 YUKON  SIERRA SILVERADO INSTRUMENT CLUSTER SPEEDOMETER 28278981 REMAN,1,04.02.21,03.20.26,139.99,0,0,0,0,0,,CP1,NONE
8354,Speedometer,28330570 22838392 T1 Z71,13 14 CHEVY TAHOE SUBURBAN 1500 INSTRUMENT CLUSTER SPEEDOMETER REBUILT 2013 2014,1,04.26.22,03.20.26,139.99,0,0,0,0,0,,CP1,NONE
5793,Speedometer,28330570 22838399 T2 CP1,2013 2014 TAHOE SUBURBAN YUKON INSTRUMENT CLUSTER SPEEDOMETER 28330570 REBUILT,3,12.15.20,03.20.26,139.99,0,0,0,0,0,,CP1,NONE
11038,Speedometer,28330570 22838399 T3+ CRACKED,13-14 TAHOE SUBURBAN YUKON INSTRUMENT CLUSTER SPEEDOMETER 28330570 REBUILT,1,07.18.25,03.13.26,119.99,0,0,0,0,0,,CP1,NONE
7164,Speedometer,28330570 22838434 T1 CP1,13-14 TAHOE SUBURBAN INSTRUMENT CLUSTER SPEEDOMETER 28330570 22838434 REBUILT,1,11.17.21,03.20.26,139.99,0,0,0,0,0,,CP1,NONE
5552,ABS Module,2C24-2C346-BC NO RUST,03-07 FORD E-150 E-250 ABS ANTI-LOCK BRAKE MODULE EBCM 2C24-2C346-BC REBUILT,1,10.21.10,03.06.26,199.99,1,4,4,5,7,,NONE,NONE
11123,ABS Module,2C24-2C346-BD NO RUST,03-07 FORD E-150 E-250 ABS ANTI-LOCK BRAKE MODULE EBCM 2C24-2C346-BD REBUILT OEM,1,10.22.25,03.13.26,214.99,0,0,0,0,0,,PNV,NONE
8762,ABS Module,2C24-2C346-ED NO RUST,03-07 FORD E-150 E-250 ABS ANTI-LOCK BRAKE MODULE EBCM 2C24-2C346-ED REBUILT,2,10.21.10,03.06.26,244.99,0,0,0,0,1,,NONE,NONE
1551,GEM,2C3T-14B205-AA,02-03 FORD EXCURSION F-250 F-350 MULTIFUNCTION GEM MODULE 2C3T-14B205-AA REMAN,3,09.26.19,03.20.26,649.99,1,1,3,3,3,,NONE,NONE
3428,Climate Control,2L3H-19C933-AA T1-2 COMBO,02-04 FORD F-150 F-250 EATC CLIMATE HEATER AC CONTROL 2L3H-19C933-AA REBUILT OEM,1,08.24.20,03.20.26,344.99,1,2,3,4,7,,EATC,NONE
10770,PCM,37820-5BA-B11,17-18 CIVIC 2.0L MT ECU ECM ENGINE COMPUTER CONTROL MODULE 37820-5BA-B11 TESTED,1,11.18.24,03.20.26,174.99,0,0,0,0,0,,NO PRO,NONE
10774,PCM,37820-5BA-C17,16-17 HONDA CIVIC ECU ECM ENGINE COMPUTER CONTROL MODULE 37820-5BA-C17 TESTED,2,11.18.24,03.20.26,399.99,0,0,0,0,0,,NO PRO,NONE
10769,PCM,37820-5BA-C55,16-18 CIVIC 2.0L ECU ECM ENGINE COMPUTER CONTROL MODULE 37820-5BA-C55 TESTED,1,11.18.24,03.20.26,139.99,0,0,0,0,0,,NO PRO,NONE
10764,PCM,37820-5BA-C57,16-18 HONDA CIVIC ECU ECM ENGINE COMPUTER CONTROL MODULE 37820-5BA-C57 TESTED,1,11.18.24,03.20.26,179.99,0,0,0,0,0,,NO PRO,NONE
10765,PCM,37820-5BA-C84,16-18 CIVIC 2.0L ECU ECM ENGINE COMPUTER CONTROL MODULE 37820-5BA-C84 TESTED,1,11.18.24,03.20.26,299.99,0,0,0,0,0,,NO PRO,NONE
11206,Fuse Box,3L7T-14A067-AC T1 NO LID,03 NAVIGATOR EXPEDITION FUSE BOX MODULE POWER DISTRIBUTION 3L7T-14A067-AC OE,2,02.05.26,03.27.26,179.99,0,0,0,0,0,,NONE,NONE
11259,,3L7T-14A067-AC T3 NO LID MSNG RLYS,03 NAVIGATOR EXPEDITION FUSE BOX MODULE POWER DISTRIBUTION 3L7T-14A067-AC OE,1,03.25.26,03.27.26,149.99,0,0,0,0,0,,NONE,NONE
1842,Climate Control,3W7H-19C933-AB T1,03-10 FORD CROWN VICTORIA CLIMATE AC HEATER CONTROL EATC 3W7H-19C933-AB REMAN,2,08.11.20,03.06.26,749.99,0,0,0,0,4,,EATC1,NONE
1309,Climate Control,3W7H-19C933-AB T3+ NO CRACKS,03-10 GRAND MARQUIS CROWN VIC EATC HEATER CLIMATE CONTROL 3W7H-19C933-AB REMAN,2,08.15.20,03.06.26,349.99,0,0,0,0,1,,EATC,NONE
11054,Module,4C7T-15K602-AH,02-07 FORD F-250 MULTIFUNCTION KEYLESS ANTI THEFT CONTROL MODULE 4C7T-15K602-AH,2,08.05.25,03.13.26,139.99,0,0,0,1,1,08.05.25,PNV,NONE
8682,TIPM,4L1T-14A067-AB T2 NO LID NO RELAYS,04 EXPEDITION NAVIGATOR FUSE BOX POWER DISTRIBUTION MODULE 4L1T-14A067-AB REMAN,1,08.19.20,03.20.26,174.99,0,0,0,1,1,,NONE,NONE
4383,TIPM,4L1T-14A067-AC T1 W\LID,04 NAVIGATOR EXPEDITION FUSE BOX MODULE POWER DISTRIBUTION 4L1T-14A067-AC REFURB,2,01.17.20,03.13.26,194.99,0,0,0,0,1,,PNV,NONE
8514,Speedometer,4L34-10849-AN T2 NO CABLE,04 05 F-150 F-250 SPEEDOMETER INSTRUMENT CLUSTER GAUGES OEM 4L34-10849-AN OEM,1,06.06B.22,03.13.26,139.99,0,0,0,1,6,,CP1,NONE
5518,Climate Control,4L34-18C612-CE T2 LENS SCRATCHES,04 05 F-150 F-250 DIGITAL CLIMATE HEATER TEMP CONTROL 4L34-18C612-CE PROBADA OE,2,07.23.20,03.06.26,139.99,0,0,0,0,0,,NONE,NONE
8540,Climate Control,4L34-18C612-DE T3 BIG SPLOTCH,04-05 F-150 F-250 DIGITAL CLIMATE HEATER TEMP CONTROL 4L34-18C612-DE PROBADA,1,06.14.22,03.20.26,139.99,0,0,0,0,0,,NONE,NONE
8245,TIPM,4L7T-14A067-AE T2 NO LID,04 NAVIGATOR EXPEDITION FUSE BOX MODULE POWER DISTRIBUTION 4L7T-14A067-AE REMAN,1,03.29.22,03.19.26,199.99,0,0,0,0,0,,NONE,NONE
1316,ABS Module,52009733 ALL SOFT NO RUST,98 DURANGO AWAL ABS ANTILOCK BRAKE CONTROL MODULE 52009733AD 13318613-A REBUILT,2,02.15.19,03.06.26,164.99,0,0,0,0,3,,NONE,NONE
6346,ABS Module,52009834AD NO RUST,98-01 DODGE DAKOTA DURANGO 4X4 ABS ANTI-LOCK BRAKE MODULE 52009834AD REBUILT,1,05.14.21,03.19.26,259.99,0,0,0,0,0,,NONE,NONE
11189,ABS Module,52009898,99-03 DURANGO DAKOTA ANTI-LOCK BRAKE ABS CONTROL MODULE 52009898AE REBUILT,1,01.16.26,03.20.26,224.99,0,0,0,0,0,,NONE,NONE
888,ABS Module,52010219 ALL SOFTWARE NO RUST,2002 02 DODGE DAKOTA 4X4 ABS EBCM ANTI-LOCK BRAKE MODULE 52010219 REBUILT OEM,2,04.30.21,03.06.26,174.99,0,1,1,1,3,,NONE,NONE
982,ABS Module,52010390 ALL SOFTWARE NO RUST,98-99 DURANGO ABS ANTI-LOCK BRAKE CONTROL MODULE 52010390AD NO RUST REBUILT,1,12.15.17,03.19.26,179.99,0,0,0,0,3,01.29.25,NONE,NONE
3834,ABS Module,52010397 NO RUST,2001 DODGE DURANGO AWAL ABS ANTI-LOCK BRAKE CONTROL MODULE 52010397 REBUILT OEM,1,09.19.19,03.20.26,184.99,0,0,1,1,7,,NONE,NONE
10653,ABS Module,52121407 ALL SOFTWARE BENT CNCTR,2005 DODGE RAM 1500 2500 ANTILOCK BRAKE CONTROL AWAL ABS 52121407AB REBUILT OEM,1,10.07.24,03.06.26,99.99,0,0,0,1,1,,NONE,NONE
1391,ABS Module,52121407 ALL SOFTWARE NO RUST,05 DODGE RAM 1500 2500 AWAL ABS ANTILOCK BRAKE CONTROL 52121407AB OEM REBUILT,4,01.15.19,03.06.26,164.99,0,1,1,1,1,,NONE,NONE
2137,ABS Module,52121409AB ALL NO RUST,04-05 RAM 1500 2500 3500 AWAL ABS ANTILOCK BRAKE CONTROL 52121409 REBUILT OEM,2,03.28.19,03.06.26,159.99,0,1,1,2,3,,NONE,NONE
10578,Climate Control,55056755 T1-2,06 07 08 DODGE DAKOTA TEMPERATURE CLIMATE CONTROL AC A/C HEATER 55056755 REMAN,1,09.11.24,03.20.26,119.99,0,0,0,0,0,,NONE,NONE
11261,,56028326 NO PRO NO SKIM,94-95 DODGE RAM 1500 2500 3500 5.9L ECU ECM ENGINE COMPUTER 56028326 TESTED,1,03.25.26,,249.99,0,0,0,0,0,,NONE,NONE
6764,PCM,56028737 NO SEC,05 DODGE RAM 1500 4.7L ECU ECM PCM ENGINE CONTROL COMPUTER 56028737AG NO SKIM,2,08.09.21,03.20.26,139.99,0,0,1,1,2,,MOPAR1,NONE
4323,PCM,56028800 56029161,04 RAM 1500 5.7L A/T 4X2 ECU ECM PCM ENGINE CONTROL COMPUTER 56029161AI TESTED,1,04.14.23,04.01.26,199.99,0,0,3,3,3,,MOPAR,05094274AA
11096,PCM,56028800AD 56028781 FLASH,2004 04 RAM 1500 5.7L A/T ECU ECM PCM ENGINE CONTROL COMPUTER 56028781AI TESTED,1,09.08.25,04.01.26,199.99,0,0,0,1,1,09.08.25,MOPAR1,56028800 56028800AD
11095,PCM,56028800AD 56028787 FLASH,2004 04 RAM 1500 5.7L A/T ECU ECM PCM ENGINE CONTROL COMPUTER 56028787AJ TESTED,1,09.08.25,04.01.26,199.99,0,1,1,1,2,09.08.25,MOPAR1,56028800 56028800AD
11100,PCM,56028800AD 56029041 FLASH,2004 04 RAM 1500 5.7L A/T ECU ECM PCM ENGINE CONTROL COMPUTER 56029041 TESTED,1,09.08.25,04.01.26,199.99,0,0,0,0,0,09.08.25,MOPAR1,56028800 56028800AD
11101,PCM,56028800AD 56029042 FLASH,2004 04 RAM 1500 5.7L A/T ECU ECM PCM ENGINE CONTROL COMPUTER 56029042 TESTED,1,09.08.25,04.01.26,199.99,0,0,0,0,0,09.08.25,MOPAR1,56028800 56028800AD
11102,PCM,56028800AD 56029148 FLASH,2004 04 RAM 1500 5.7L A/T ECU ECM PCM ENGINE CONTROL COMPUTER 56029148 TESTED,1,09.08.25,04.01.26,199.99,0,0,0,0,0,09.08.25,MOPAR1,56028800 56028800AD
11103,PCM,56028800AD 56029153 FLASH,2004 04 RAM 1500 5.7L A/T ECU ECM PCM ENGINE CONTROL COMPUTER 56029153 TESTED,1,09.08.25,04.01.26,199.99,0,0,0,0,0,09.08.25,MOPAR1,56028800 56028800AD
11104,PCM,56028800AD 56029158 FLASH,2004 04 RAM 1500 5.7L A/T ECU ECM PCM ENGINE CONTROL COMPUTER 56029158 TESTED,1,09.08.25,04.01.26,199.99,0,0,0,0,0,09.08.25,MOPAR1,56028800 56028800AD
11105,PCM,56028800AD 56029159 FLASH,2004 04 RAM 1500 5.7L A/T ECU ECM PCM ENGINE CONTROL COMPUTER 56029159 TESTED,1,09.08.25,04.01.26,229.99,0,0,0,0,0,09.08.25,MOPAR1,56028800 56028800AD
11106,PCM,56028800AD 56029162 FLASH,2004 04 RAM 1500 5.7L A/T ECU ECM PCM ENGINE CONTROL COMPUTER 56029162 TESTED,1,09.08.25,04.01.26,199.99,1,1,1,1,1,09.08.25,MOPAR1,56028800 56028800AD
11107,PCM,56028800AD 56029165 FLASH,2004 04 RAM 1500 5.7L A/T ECU ECM PCM ENGINE CONTROL COMPUTER 56029165 TESTED,1,09.08.25,04.01.26,199.99,0,0,0,0,0,09.08.25,MOPAR1,56028800 56028800AD
11108,PCM,56028800AD 56029166FLASH,2004 04 RAM 1500 5.7L A/T ECU ECM PCM ENGINE CONTROL COMPUTER 56029166 TESTED,1,09.08.25,04.01.26,199.99,0,0,0,0,0,09.08.25,MOPAR1,56028800 56028800AD
11178,PCM,56028879AB 05094172 FLASH,05 DODGE RAM 1500 3.7L M/T ECU ECM PCM ENGINE CONTROL COMPUTER 05094172AE TESTED,3,04.07.22,03.13.26,199.99,0,0,0,0,0,01.06.26,MOPAR1,56028879AB
11179,PCM,56028879AB 05094173 FLASH,05 DODGE RAM 1500 3.7L M/T ECU ECM PCM ENGINE CONTROL COMPUTER 05094173AE TESTED,3,04.07.22,03.13.26,194.99,0,0,0,0,0,01.06.26,MOPAR1,56028879AB
8316,PCM,56028879AB 05094174 FLASH,05 DODGE RAM 1500 3.7L M/T ECU ECM PCM ENGINE CONTROL COMPUTER 05094174AE TESTED,3,04.07.22,03.13.26,174.99,0,0,0,0,0,,MOPAR1,56028879AB
11180,PCM X,56028879AB 05094175 FLASH,05 DODGE RAM 1500 3.7L M/T ECU ECM PCM ENGINE CONTROL COMPUTER 05094175AA TESTED,3,04.07.22,03.13.26,274.99,0,0,0,0,0,01.06.26,MOPAR1,56028879AB
10563,MODULE,56029558 NO PRO,11 12 13 GRAND CHEROKEE AIR SUSPENSION CHASIS CONTROL MODULE 56029558 TESTED OEM,2,09.06.24,03.20.26,164.99,0,0,0,0,0,,PNV,
9800,PCM,56040139,98 DODGE RAM 2500 5.9L DIESEL M/T ECU ECM PCM ENGINE COMPUTER 56040139 TESTED,1,10.17.23,03.27.26,844.99,0,0,0,0,0,,MOPAR,05014155AA
11249,,56040229 M/T NO SEC REBUILT,01 DODGE DAKOTA 2.5L M/T ECU ECM PCM ENGINE COMPUTER 56040229 OEM REBUILT,1,03.07.26,,189.99,0,0,0,0,0,,MOPAR1,56040229
814,PCM,56040246 NO SEC,01 DURANGO 5.9L ECU ECM PCM ENGINE COMPUTER CONTROL 56040246AG OEM REBUILT,1,05.06.20,03.06.26,314.99,0,0,0,0,0,,MOPAR1,NONE
10501,ECM,56041637 BAD LOCK TAB,00 GRAND CHEROKEE 4.0L A/T ECU ECM PCM ENGINE CONTROL COMPUTER 56041637AG OE,1,08.06.24,03.13.26,114.99,0,0,0,0,0,10.20.25,MOPAR1,05018189
6948,PCM,56041784 NO SEC,01 GRAND CHEROKEE 4.0L A/T ECU ECM PCM ENGINE CONTROL COMPUTER 56041784AH TESTED,2,10.06.21,03.20.26,149.99,0,0,0,1,2,,MOPAR1,56041784
4199,PCM,56044093 NO SEC,TESTED 03 WRANGLER 4.0L M/T ECU ECM PCM ENGINE CONTROL COMPUTER 56044093AH OEM,1,12.11.19,03.13.26,424.99,1,1,1,1,2,,MOPAR1,
5449,PCM,56044096 NO SEC,03 WRANGLER 4.0L A/T ECU ECM PCM ENGINE CONTROL COMPUTER 56044096AH TESTED,1,09.21.20,03.20.26,494.99,0,0,0,0,0,,MOPAR1,56044096AH
10643,PCM,56044433 NO SEC,04 JEEP WRANGLER 4.0L ECU ECM PCM ENGINE CONTROL COMPUTER 56044433 TESTED,3,09.24.24,03.27.26,309.99,0,0,1,1,1,,MOPAR1,
10444,PCM,56044478  NO SEC,04 WRANGLER 4.0L L6 A/T ECU ECM PCM ENGINE CONTROL COMPUTER 56044478AD TESTED,1,07.02.24,03.27.26,369.99,1,1,2,2,2,12.23.25,MOPAR1,NA
492,PCM,56044703 56044528 NO SEC,05 JEEP WRANGLER 4.0L A/T ECU ECM PCM ENGINE CONTROL COMPUTER 56044528 TESTED,7,03.06.19,03.06.26,374.99,1,1,1,1,9,,MOPAR1,56044703
5670,PCM,56044703 56044542 NO SEC,2005 05 WRANGLER RUBICON 4.0L A/T ECU ECM PCM ENGINE COMPUTER 56044542AL TESTED,7,11.13.20,03.06.26,374.99,1,1,1,2,6,,MOPAR1,56044703
5671,PCM,56044703 56044702 NO SEC,06 JEEP WRANGLER RUBICON 4.0L A/T ECU ECM PCM ENGINE COMPUTER 56044702 TESTED,7,02.05.21,03.06.26,374.99,0,0,0,0,1,,MOPAR1,56044703
4786,PCM,56044703 56044711 NO SEC,06 JEEP WRANGLER 4.0L A/T ECU ECM PCM ENGINE CONTROL COMPUTER 56044711 TESTED,7,04.06.20,03.06.26,374.99,3,4,4,5,13,,MOPAR1,56044703
6984,PCM,56044776AD,06 JEEP LIBERTY DIESEL ENGINE CONTROL MODULE UNIT ECU ECM PCM 56044776 TESTED,1,10.12.21,03.20.26,249.99,0,0,0,1,3,11.21.24,NONE,NONE
9659,PCM,56044811 REBUILT NO SKIM,02 GRAND CHEROKEE 4.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 56044811AK REBUILT,1,08.02.23,03.06.26,184.99,1,1,1,2,2,,MOPAR1,NONE
3817,TIPM,56046619 T1 NO LID,2010 JOURNEY CARAVAN TIPM TEMIC INTEGRATED FUSE BOX MODULE 56046619 REMAN,2,01.12.21,03.27.26,214.99,0,0,0,2,3,,TIPM,56046619
11260,,56049680 T1 w LID MOD HAS PIGS 1 MNT GONE,02-05 RAM 1500 TIPM TOTALLY INTEGRATED POWER MODULE FUSE BOX 56049680AC TESTED,1,03.25.26,,234.99,0,0,0,0,0,,TIPM1,NONE
6312,TIPM,56049720 T1 NO LID,08 09 JOURNEY CARAVAN T&C TIPM TEMIC TOTALLY INTEGRATED FUSE BOX 56049720 REMAN,8,05.07.21,03.27.26,264.99,1,2,2,7,22,,TIPM2,56049720
574,TIPM,56049720 T1 W/LID,08-09 JOURNEY CARAVAN T&C OEM TIPM TEMIC INTEGRATED FUSE BOX 56049720 REBUILT,5,08.28.20,03.27.26,279.99,2,4,8,12,31,,TIPM2,56049720
4042,TIPM,56049721AJ T1 NO LID NO PRO,07 DODGE NITRO TEMIC TOTALLY INTEGRATED FUSE BOX MODULE TIPM 56049721AJ REMAN,1,11.06.19,03.28.26,249.99,1,1,2,3,4,05.15.25,TIPM1,NONE
9448,TIPM,56049721AK T1 w LID NO PRO,07 DODGE NITRO TEMIC TOTALLY INTEGRATED FUSE BOX MODULE TIPM 56049721AK REBUILT,1,04.14.23,03.28.26,249.99,0,0,2,2,4,,NO PRO,56049721
9436,TIPM,56049721AN T1 W LID NO PRO,07 2007 DODGE NITRO FUSE BOX TEMIC INTEGRATED MODULE TIPM 56049721AN OEM REBUILT,1,05.03.22,03.06.26,274.99,0,0,1,1,1,,TIPM1,56049717
5686,TIPM,56049888 T1 w LID,06 RAM 1500 4X2 FUSE BOX TIPM TOTALLY INTEGRATED POWER MODULE 56049888 TESTED,1,11.19.20,03.06.26,449.99,1,3,4,7,18,,TIPM06-09,56049888
1549,Throttle Body,5F9E-BA,05-07 FREESTYLE FIVE HUNDRED MONTEGO THROTTLE BODY VALVE ASSEMBLY 5F9E-BA TESTED,1,04.30.19,03.20.26,139.99,0,0,0,0,0,,NONE,NONE
8667,Climate Control,5L34-18C612-CB T2 SCRATCHES,04-05 FORD F-150 F-250 DIGITAL CLIMATE HEATER TEMP A/C CONTROL 5L34-18C612-CB,1,09.13.22,03.13.26,139.99,0,0,0,0,0,,NONE,NONE
11191,TIPM,68028007 T1 NO LID,08-09 COMPASS PATRIOT FUSE BOX INTEGRATED POWER RELAY MODULE BCM 68028007 OEM,1,01.22.26,03.20.26,134.99,1,4,4,4,4,11.06.24,TIPM3,68028007
5353,TIPM,68028007 T1 W LID,08-09 COMPASS PATRIOT FUSE BOX INTEGRATED POWER RELAY MODULE BCM 68028007 TESTED,2,08.27.20,03.06.26,149.99,0,0,0,0,1,11.06.24,TIPM3,68028007
11003,TIPM,68028008 T1 NO LID,08-09 AVENGER SEBRING FUSE BOX INTEGRATED POWER RELAY MODULE BCM 68028008 TESTED,6,05.12.25,03.27.26,149.99,0,1,1,1,2,05.12.25,TIPM2,68028008
5619,TIPM,68028008 T1 W LID,08-09 AVENGER SEBRING FUSE BOX INTEGRATED POWER RELAY MODULE BCM 68028008 TESTED,2,10.30.20,03.27.26,164.99,0,0,0,0,1,10.28.24,TIPM2,68028008
11200,TIPM,68048117 T1 NO LID,08-09 COMPASS PATRIOT FUSE BOX INTEGRATED POWER RELAY MODULE BCM 68048117 TESTED,1,02.03.26,03.27.26,139.99,0,0,0,0,0,01.28.26,TIPM2,68048117
10753,TIPM,68048117 T1 W LID,08-09 COMPASS PATRIOT FUSE BOX INTEGRATED POWER RELAY MODULE BCM 68048117 TESTED,1,11.7.24,03.27.26,149.99,0,0,0,0,1,01.28.26,TIPM2,68048117
10759,TIPM,68048227 T1 NO LID,08-09 COMPASS PATRIOT FUSE BOX INTEGRATED POWER RELAY MODULE BCM 68048227 TESTED,4,11.03.20,03.20.26,139.99,0,0,0,0,2,11.12.24,TIPM2,68048227
11201,TIPM,68048227 T1 NO LID CHPD PLSTC,08 09 COMPASS PATRIOT FUSE BOX INTEGRATED POWER RELAY MODULE BCM 68048227 OE,1,02.03.26,03.20.26,124.99,0,0,0,0,0,11.12.24,TIPM2,68048227
5634,TIPM,68048227 T1 W LID,08-09 COMPASS PATRIOT FUSE BOX INTEGRATED POWER RELAY MODULE BCM 68048227 TESTED,1,11.03.20,03.20.26,149.99,1,1,1,1,2,11.12.24,TIPM2,68048227
11065,TIPM,68048352 W LID,08-09 AVENGER SEBRING FUSE BOX INTEGRATED POWER RELAY MODULE BCM 68048352 TESTED,1,08.25.25,03.20.26,199.99,0,0,0,1,1,11.7.24,TIPM2,68048352
4173,PCM,68065361 SKIM CHPD,11 TOWN & COUNTRY CARAVAN 3.6L ENGINE COMPUTER ECU ECM PCM 68065361AL TESTED,2,09.02.20,03.06.26,229.99,0,0,0,0,0,01.07.26,MOPAR1,05150562AA
